state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
Uttar Pradesh,Gonda,66.5,56.3,42.3,5.45,0.63,25.6,Black Cotton,19.0,56.8,62.3,0.85,477.9,1.74,Potato
Punjab,Nawanshahr,20.0,20.8,13.3,6.92,0.39,14.8,Sandy,32.7,33.0,21.7,1.21,501.1,1.82,Bajra
Uttar Pradesh,Moradabad,54.5,56.0,50.0,6.52,0.8,26.1,Red Soil,21.3,57.9,80.4,0.12,323.8,2.21,Mirchi
Rajasthan,Sawai Madhopur,59.8,57.7,59.6,6.57,0.4,33.8,Laterite,23.6,75.1,69.4,2.07,388.3,3.32,Tomato
Punjab,Hoshiarpur,36.7,50.1,43.8,6.48,0.45,24.8,Clayey,31.2,55.1,78.4,0.89,307.5,3.92,Groundnut
Telangana,Mancherial,51.3,49.6,51.0,5.19,0.79,29.1,Sandy,19.5,64.7,63.2,1.22,396.0,4.32,Potato
Telangana,Nagarkurnool,30.6,59.9,45.7,5.9,0.62,19.5,Laterite,26.7,43.4,55.3,2.03,328.0,2.64,Groundnut
Bihar,Samastipur,60.3,55.4,18.3,6.32,0.47,27.5,Clayey,26.1,61.1,84.3,0.12,212.2,1.2,Maize
Rajasthan,Jaisalmer,43.4,46.4,46.2,6.42,0.33,27.2,Black Cotton,27.3,60.5,67.7,1.24,405.0,2.74,Tobacco
Punjab,Ludhiana,49.8,40.0,26.6,6.12,0.32,17.1,Sandy,26.8,38.0,38.9,1.26,396.9,3.01,Sorghum
Karnataka,Bidar,44.6,62.0,32.5,5.66,0.46,26.1,Red Soil,25.5,57.9,76.0,1.31,383.9,6.2,Toor
Rajasthan,Jhalawar,61.8,46.7,44.6,6.05,0.56,36.6,Silty,26.7,81.3,274.0,1.91,367.8,3.95,Rice
West Bengal,Kolkata,45.1,52.8,47.1,5.91,0.79,27.7,Clayey,26.0,61.6,55.2,0.46,407.6,1.66,Mirchi
Tamil Nadu,Dharmapuri,29.1,46.6,27.3,6.2,0.67,18.8,Black Cotton,19.6,41.7,56.8,0.85,273.4,1.99,Mustard
Tamil Nadu,Nagapattinam,122.1,53.1,25.9,6.03,0.43,34.1,Sandy,23.1,75.7,70.7,0.78,534.0,2.15,Cotton
Tamil Nadu,Namakkal,19.3,52.5,27.9,6.62,0.35,30.5,Laterite,27.7,67.7,60.2,1.38,551.4,3.0,Urad
Bihar,Aurangabad,23.0,54.4,20.6,6.15,0.8,29.1,Black Cotton,25.3,64.6,64.8,0.49,420.4,1.13,Moong
Bihar,Darbhanga,47.0,45.5,44.3,6.13,0.54,31.5,Silty,23.9,69.9,75.1,0.35,503.3,2.13,Tobacco
Tamil Nadu,Thanjavur,48.0,33.2,39.6,5.93,0.41,25.0,Sandy,23.7,55.6,63.5,0.15,275.8,1.93,Tobacco
Tamil Nadu,Tirupattur,23.2,52.6,21.6,6.28,0.56,25.7,Loamy,25.3,57.0,63.3,1.07,449.1,4.13,Moong
Uttar Pradesh,Jaunpur,30.7,58.2,33.5,6.65,0.49,19.8,Red Soil,26.2,44.1,79.2,0.17,450.0,5.15,Toor
Andhra Pradesh,Kurnool,92.0,79.3,51.9,6.69,0.45,34.4,Red Soil,28.3,76.4,103.4,1.44,649.5,3.25,Banana
Karnataka,Chamarajanagar,41.7,49.9,28.5,6.53,0.36,19.4,Clayey,27.2,43.0,59.4,0.52,464.7,2.5,Sorghum
Punjab,Hoshiarpur,15.7,63.1,28.8,6.92,0.57,26.0,Sandy,26.3,57.7,68.8,1.33,422.0,2.93,Urad
Karnataka,Hassan,31.4,47.9,40.2,6.57,0.49,25.8,Loamy,26.3,57.3,75.4,1.73,481.4,2.84,Groundnut
West Bengal,Jalpaiguri,24.9,34.3,11.5,7.07,0.78,12.5,Laterite,31.5,27.7,44.5,1.29,604.4,2.85,Bajra
Uttar Pradesh,Banda,42.8,67.6,37.1,6.04,0.4,23.5,Red Soil,22.9,52.3,63.9,1.52,641.4,3.9,Soybean
Maharashtra,Amravati,48.9,60.0,51.4,6.77,0.79,26.8,Black Cotton,27.8,59.5,60.4,1.68,460.5,2.49,Mirchi
Uttar Pradesh,Bijnor,110.0,40.3,25.0,7.08,0.62,36.8,Silty,22.2,81.8,97.8,1.56,200.7,5.23,Cotton
Telangana,Medchal Malkajgiri,79.0,55.4,24.4,6.97,0.37,28.5,Sandy,20.5,63.3,84.0,1.57,188.6,2.36,Maize
Andhra Pradesh,Vizianagaram,30.9,42.0,46.3,6.53,0.62,18.1,Black Cotton,28.9,40.3,85.1,1.39,249.7,3.16,Groundnut
Andhra Pradesh,Prakasam,21.7,17.1,27.2,5.73,0.77,42.6,Black Cotton,27.0,94.6,191.0,0.88,498.9,0.54,Coconut
Andhra Pradesh,East Godavari,21.4,58.4,36.0,6.55,0.39,16.5,Silty,18.9,36.7,55.1,1.24,577.7,2.5,Bengal Gram
Tamil Nadu,Krishnagiri,89.9,57.7,35.9,6.66,0.46,37.2,Red Soil,22.6,82.7,229.8,1.51,261.5,1.65,Rice
Telangana,Bhadradri Kothagudem,24.8,60.9,24.4,6.46,0.53,26.1,Sandy,30.1,58.0,72.6,1.26,502.9,4.8,Urad
Karnataka,Bengaluru Rural,121.9,55.4,24.0,6.07,0.34,37.8,Sandy,25.5,84.0,82.0,2.09,355.0,3.32,Cotton
Telangana,Warangal Urban,13.6,36.9,17.9,6.03,0.78,16.0,Silty,30.1,35.5,36.7,1.02,647.4,2.72,Bajra
Bihar,Supaul,37.2,63.2,38.9,6.72,0.71,28.9,Loamy,17.1,64.3,75.2,1.55,262.4,1.58,Wheat
Rajasthan,Pratapgarh,37.4,68.5,25.6,6.47,0.42,20.1,Clayey,30.0,44.7,81.1,0.63,401.9,4.03,Toor
Tamil Nadu,Krishnagiri,34.1,24.1,31.4,5.68,0.52,40.7,Laterite,25.5,90.4,144.5,0.52,369.6,3.21,Coconut
Karnataka,Kodagu,41.2,43.7,41.0,6.91,0.58,26.1,Black Cotton,28.4,57.9,68.3,1.19,495.8,5.12,Groundnut
Punjab,Ludhiana,77.6,51.6,20.2,5.66,0.42,26.9,Loamy,23.2,59.8,97.4,0.64,408.3,3.92,Maize
Bihar,Muzaffarpur,45.6,33.2,46.5,5.77,0.36,30.8,Laterite,27.8,68.5,83.8,3.25,502.8,3.94,Tobacco
Rajasthan,Alwar,41.2,44.8,26.6,6.52,0.56,19.2,Silty,27.0,42.6,36.5,1.12,272.1,4.38,Sorghum
Andhra Pradesh,Kadapa,27.3,51.1,23.9,7.02,0.57,30.0,Laterite,29.4,66.6,49.7,2.19,419.5,2.22,Urad
Punjab,Rupnagar,54.4,46.8,30.3,6.28,0.73,22.6,Clayey,26.7,50.3,68.2,1.16,604.8,1.07,Tobacco
Andhra Pradesh,East Godavari,48.4,62.7,40.1,6.33,0.35,27.9,Sandy,22.8,62.0,67.3,1.56,488.6,3.2,Wheat
Tamil Nadu,Tirupattur,62.6,43.4,23.1,6.32,0.34,31.5,Black Cotton,18.7,69.9,89.9,1.27,621.7,2.69,Maize
Uttar Pradesh,Hathras,47.9,52.1,50.6,6.39,0.75,33.3,Sandy,25.4,74.0,78.2,0.57,429.2,2.45,Tomato
Tamil Nadu,Sivaganga,52.4,46.2,48.6,5.62,0.43,30.3,Silty,22.8,67.3,77.9,1.14,445.3,0.1,Tobacco
West Bengal,Paschim Medinipur,38.1,58.9,35.4,6.9,0.7,27.7,Silty,15.5,61.6,65.2,0.92,471.4,4.48,Wheat
West Bengal,Uttar Dinajpur,68.1,68.7,37.6,7.25,0.45,21.0,Red Soil,27.3,46.7,53.6,0.72,626.7,3.66,Sunflower
Bihar,Gaya,41.1,40.9,30.2,6.4,0.47,17.8,Laterite,28.3,39.6,51.1,0.25,467.9,2.79,Sorghum
Karnataka,Chamarajanagar,68.9,56.3,36.6,6.6,0.66,21.6,Clayey,29.7,47.9,56.8,1.27,149.1,2.67,Sunflower
West Bengal,Murshidabad,31.7,65.5,35.4,7.27,0.76,9.1,Black Cotton,18.7,20.2,48.0,1.87,422.2,3.08,Bengal Gram
Telangana,Nagarkurnool,50.8,59.1,50.6,5.22,0.43,24.0,Black Cotton,21.9,53.3,53.1,1.98,428.9,3.07,Potato
Rajasthan,Jodhpur,38.6,30.9,31.8,6.93,0.56,13.7,Red Soil,26.0,30.4,62.0,2.31,367.8,3.96,Sorghum
Karnataka,Bagalkot,27.5,52.9,21.1,6.36,0.39,14.3,Laterite,17.0,31.8,35.5,0.1,597.8,2.55,Mustard
Punjab,Amritsar,31.3,59.7,34.2,6.19,0.47,21.6,Loamy,29.4,48.1,65.5,1.73,295.2,3.8,Toor
West Bengal,Jhargram,51.0,47.2,30.1,6.39,0.46,25.9,Clayey,24.8,57.5,68.5,1.44,284.4,5.41,Tobacco
Punjab,Fazilka,31.1,17.7,27.2,5.76,0.34,44.4,Black Cotton,28.2,98.6,136.6,1.76,713.3,2.87,Coconut
Andhra Pradesh,Chittoor,53.6,59.2,46.8,5.36,0.54,24.5,Laterite,19.5,54.4,55.2,1.29,557.1,3.06,Potato
Tamil Nadu,Tenkasi,23.4,20.9,18.4,7.19,0.74,10.8,Black Cotton,33.5,24.0,35.2,1.89,628.9,2.64,Bajra
Tamil Nadu,Ranipet,66.3,47.2,41.3,5.75,0.44,38.1,Loamy,25.8,84.6,267.1,1.49,548.6,5.28,Rice
Telangana,Medchal Malkajgiri,23.5,27.6,11.6,6.82,0.74,9.3,Clayey,30.6,20.6,42.5,1.25,420.9,4.15,Bajra
Andhra Pradesh,Srikakulam,23.1,29.2,19.3,6.6,0.34,17.2,Silty,25.9,38.3,40.1,0.63,636.9,4.19,Bajra
Telangana,Nirmal,90.0,47.4,23.7,5.91,0.73,25.9,Black Cotton,25.6,57.5,95.1,0.35,641.0,4.05,Maize
West Bengal,Darjeeling,91.8,80.0,46.2,6.73,0.57,34.4,Sandy,26.9,76.5,112.5,0.99,517.5,4.72,Banana
Karnataka,Bidar,62.2,56.3,22.8,6.06,0.56,25.7,Sandy,26.4,57.2,80.2,0.94,612.1,4.55,Maize
West Bengal,Jhargram,119.6,49.7,23.7,7.38,0.77,32.9,Red Soil,24.5,73.0,84.1,1.71,447.0,3.04,Cotton
Telangana,Nagarkurnool,59.0,56.5,54.1,5.43,0.48,24.9,Red Soil,19.3,55.4,65.5,1.01,446.3,5.09,Potato
West Bengal,Howrah,42.5,60.4,31.5,6.34,0.74,23.3,Black Cotton,18.1,51.8,44.0,2.21,299.2,3.98,Wheat
Bihar,Araria,23.3,25.0,26.3,5.96,0.56,41.8,Clayey,26.0,92.9,226.9,1.2,301.9,0.1,Coconut
Punjab,Moga,73.9,54.1,20.2,6.15,0.63,26.9,Black Cotton,26.0,59.8,81.9,1.79,323.9,0.1,Maize
Punjab,Rupnagar,54.5,54.2,64.7,6.68,0.56,31.0,Sandy,21.0,68.8,34.3,0.4,463.1,4.14,Onion
Punjab,Muktsar,35.9,73.9,35.1,6.78,0.4,28.9,Silty,25.8,64.3,70.0,1.1,329.7,3.54,Soybean
Andhra Pradesh,Srikakulam,43.9,42.6,47.0,5.74,0.48,29.1,Laterite,25.9,64.7,63.8,1.55,309.7,2.77,Tobacco
West Bengal,Paschim Medinipur,58.9,48.6,53.0,6.97,0.35,30.9,Laterite,17.9,68.7,59.0,0.85,607.4,3.35,Onion
West Bengal,Darjeeling,45.4,40.6,46.5,5.78,0.6,27.7,Sandy,27.6,61.5,80.0,0.52,611.5,0.92,Tobacco
Tamil Nadu,Ranipet,56.7,47.2,59.3,6.12,0.46,31.4,Loamy,18.8,69.8,76.1,0.99,446.5,4.38,Tomato
Punjab,Moga,28.7,55.6,44.5,6.36,0.61,17.3,Black Cotton,23.8,38.4,54.3,1.14,493.0,1.39,Bengal Gram
Karnataka,Kolar,25.6,69.3,26.9,6.58,0.47,29.5,Red Soil,26.5,65.6,71.3,1.05,533.4,3.02,Urad
Bihar,Arwal,91.4,79.2,46.0,5.9,0.6,37.7,Black Cotton,27.6,83.7,97.8,1.14,383.9,1.5,Banana
Telangana,Jagtial,111.8,48.4,25.3,6.11,0.33,35.4,Sandy,27.8,78.7,85.0,1.13,643.6,4.86,Cotton
Uttar Pradesh,Pratapgarh,79.8,54.4,22.1,6.55,0.42,31.4,Black Cotton,25.5,69.7,79.1,0.67,358.8,2.53,Maize
West Bengal,South 24 Parganas,17.6,46.2,23.8,7.19,0.71,26.9,Sandy,28.4,59.7,66.0,0.28,625.1,2.72,Moong
Uttar Pradesh,Sambhal,59.1,58.6,37.1,6.32,0.44,21.9,Sandy,29.4,48.7,45.9,1.74,272.4,2.99,Sunflower
Rajasthan,Udaipur,22.8,20.4,30.2,5.85,0.61,42.0,Clayey,26.4,93.4,203.0,1.27,417.8,3.41,Coconut
Punjab,Hoshiarpur,23.0,67.0,43.6,6.12,0.51,14.8,Black Cotton,22.8,32.9,31.4,1.97,538.5,5.38,Bengal Gram
West Bengal,Malda,47.7,40.0,25.3,6.32,0.41,21.3,Loamy,28.8,47.4,36.3,2.25,292.4,3.47,Sorghum
Andhra Pradesh,Visakhapatnam,46.6,47.1,33.4,6.45,0.45,30.1,Red Soil,25.9,66.9,68.2,1.03,584.3,3.68,Tobacco
West Bengal,Kalimpong,44.4,67.8,42.3,6.93,0.63,30.0,Red Soil,22.7,66.7,68.7,0.1,303.9,3.19,Wheat
Bihar,Buxar,61.9,40.1,62.7,6.89,0.71,23.5,Sandy,22.5,52.3,53.5,1.12,505.7,4.33,Onion
Tamil Nadu,Tirupattur,38.8,19.6,30.1,5.7,0.62,41.0,Clayey,25.1,91.2,191.9,1.54,411.3,2.06,Coconut
Maharashtra,Beed,40.9,70.2,33.4,5.64,0.76,22.3,Loamy,26.9,49.5,84.4,0.92,589.2,3.53,Toor
Rajasthan,Baran,65.8,43.0,20.8,6.04,0.79,28.1,Black Cotton,22.8,62.5,71.4,1.52,260.1,3.06,Maize
Maharashtra,Parbhani,46.4,66.1,51.5,6.74,0.5,26.6,Loamy,26.2,59.1,82.2,1.91,422.1,4.07,Mirchi
Rajasthan,Baran,67.7,37.3,41.6,6.87,0.38,37.3,Laterite,24.5,82.9,296.4,2.07,581.0,3.73,Rice
Andhra Pradesh,Chittoor,83.7,58.2,42.5,6.84,0.33,39.6,Loamy,26.6,87.9,250.6,1.79,385.8,2.89,Rice
Uttar Pradesh,Maharajganj,43.8,51.1,41.9,6.19,0.35,23.3,Red Soil,31.6,51.7,84.9,0.64,772.2,3.51,Groundnut
Tamil Nadu,Vellore,134.1,50.5,23.1,6.01,0.67,33.4,Black Cotton,25.4,74.3,69.2,1.24,531.0,2.73,Cotton
Maharashtra,Yavatmal,98.2,73.4,52.2,6.7,0.53,38.0,Loamy,28.9,84.5,104.5,0.24,423.6,2.94,Banana
Karnataka,Chamarajanagar,62.7,63.9,37.7,7.06,0.76,20.7,Laterite,28.1,46.1,63.2,0.69,338.4,3.23,Sunflower
Maharashtra,Thane,42.2,56.8,62.9,6.22,0.77,33.4,Black Cotton,18.7,74.2,50.5,1.07,484.3,0.91,Tomato
Uttar Pradesh,Shahjahanpur,42.9,40.9,45.3,6.41,0.71,22.3,Sandy,25.3,49.6,67.1,1.48,350.6,3.4,Groundnut
Tamil Nadu,Erode,27.3,47.7,29.0,5.5,0.48,21.1,Red Soil,17.5,46.9,53.2,0.7,440.4,1.71,Mustard
Punjab,Barnala,32.0,67.7,38.5,7.31,0.57,17.3,Red Soil,18.4,38.4,56.0,1.54,630.7,1.44,Bengal Gram
Rajasthan,Pali,30.0,57.9,25.0,6.87,0.65,30.9,Black Cotton,28.6,68.7,49.8,0.47,316.1,3.03,Urad
Andhra Pradesh,Srikakulam,52.4,59.8,39.1,6.51,0.49,20.5,Laterite,25.5,45.6,43.0,2.8,381.4,4.9,Sunflower
Maharashtra,Latur,62.2,48.4,38.6,5.96,0.55,38.5,Sandy,26.1,85.6,278.7,1.04,458.1,1.29,Rice
Maharashtra,Nandurbar,98.4,79.5,54.4,5.95,0.39,35.6,Loamy,26.2,79.1,107.8,0.28,387.4,2.69,Banana
Tamil Nadu,Tenkasi,51.3,45.6,44.6,6.37,0.78,24.4,Silty,28.0,54.3,87.7,0.93,471.9,1.11,Tobacco
Uttar Pradesh,Shravasti,21.7,69.0,35.6,6.28,0.65,13.6,Black Cotton,24.4,30.3,39.0,2.26,358.2,3.17,Bengal Gram
Punjab,Patiala,47.6,52.8,61.3,6.7,0.65,31.4,Red Soil,19.5,69.8,53.8,0.1,275.5,2.4,Tomato
Uttar Pradesh,Azamgarh,58.9,52.5,56.9,6.57,0.61,24.1,Red Soil,19.8,53.6,40.3,0.32,255.0,3.68,Onion
Telangana,Rangareddy,25.6,49.1,20.8,6.2,0.46,18.3,Sandy,16.4,40.6,35.1,3.25,394.5,4.02,Mustard
Uttar Pradesh,Sultanpur,29.9,16.8,34.0,5.98,0.65,44.5,Red Soil,28.8,98.8,208.2,0.62,279.1,1.71,Coconut
Rajasthan,Rajsamand,19.9,24.8,23.0,5.58,0.65,9.9,Silty,28.2,22.0,58.8,1.48,433.1,1.97,Ragi
Rajasthan,Ganganagar,113.5,50.8,49.5,6.44,0.74,40.4,Loamy,29.3,89.7,216.1,1.96,361.7,4.44,Sugarcane
Uttar Pradesh,Mathura,74.1,58.9,23.4,6.63,0.3,30.0,Clayey,18.8,66.6,86.7,1.11,462.3,2.64,Maize
Maharashtra,Jalna,17.0,67.0,28.5,6.74,0.63,25.6,Red Soil,26.7,56.8,71.0,1.95,358.1,3.55,Urad
Andhra Pradesh,Kakinada,51.1,59.8,64.6,6.96,0.76,31.0,Laterite,20.7,68.9,40.1,1.14,407.7,2.12,Onion
Uttar Pradesh,Bijnor,46.5,35.8,41.1,5.59,0.31,24.7,Silty,23.3,54.8,61.5,0.7,474.2,1.73,Tobacco
Maharashtra,Sindhudurg,26.7,48.0,20.5,6.36,0.58,29.2,Laterite,25.4,64.9,56.1,1.26,281.3,1.16,Moong
Tamil Nadu,Virudhunagar,48.4,54.8,58.3,5.94,0.38,28.8,Sandy,29.0,64.1,53.3,0.1,460.6,3.7,Mirchi
Tamil Nadu,Nilgiris,34.4,55.9,33.9,6.13,0.49,22.8,Red Soil,22.5,50.6,59.7,0.91,330.5,3.78,Wheat
Maharashtra,Solapur,34.8,35.2,33.8,6.99,0.69,22.3,Black Cotton,26.9,49.5,49.6,1.09,489.7,3.9,Sorghum
Maharashtra,Nagpur,69.2,46.6,64.9,6.75,0.44,26.2,Black Cotton,23.9,58.2,43.0,0.88,380.8,1.97,Onion
Bihar,Jamui,27.6,16.1,33.8,6.15,0.49,41.1,Clayey,28.2,91.4,154.1,0.91,613.3,4.24,Coconut
Tamil Nadu,Tiruppur,48.6,46.1,41.8,5.98,0.75,21.5,Red Soil,28.9,47.7,87.5,1.34,504.2,3.05,Groundnut
Karnataka,Davanagere,98.6,77.8,54.9,6.7,0.65,35.5,Sandy,25.8,78.8,103.8,1.56,351.0,5.13,Banana
Tamil Nadu,Vellore,35.5,17.3,32.2,5.41,0.63,42.5,Silty,27.6,94.5,149.0,0.64,609.4,2.79,Coconut
Telangana,Jangaon,54.1,58.5,52.3,6.75,0.39,28.0,Laterite,20.9,62.3,88.6,0.79,526.3,2.3,Mirchi
Andhra Pradesh,Srikakulam,27.6,54.6,28.4,7.1,0.59,29.7,Black Cotton,29.0,65.9,54.9,0.91,685.3,6.21,Moong
Maharashtra,Pune,23.8,18.9,31.0,6.02,0.44,43.4,Loamy,25.6,96.5,149.3,0.15,356.3,2.8,Coconut
Karnataka,Kalaburagi,38.7,24.8,26.7,5.51,0.58,43.9,Loamy,28.1,97.6,178.9,3.04,514.9,1.9,Coconut
Telangana,Medak,99.2,58.6,42.0,6.05,0.33,40.0,Clayey,31.3,88.8,199.6,1.56,441.2,3.68,Sugarcane
Bihar,Bhojpur,58.4,37.9,40.9,5.9,0.36,24.7,Clayey,24.8,54.8,88.7,0.95,377.8,2.23,Tobacco
Karnataka,Gadag,32.4,67.9,26.3,6.02,0.78,20.0,Sandy,28.8,44.5,79.7,1.21,610.0,4.37,Toor
Telangana,Jagtial,43.4,42.1,48.7,6.48,0.51,22.2,Clayey,28.6,49.3,66.0,1.06,420.4,3.54,Groundnut
West Bengal,South 24 Parganas,46.9,64.9,36.6,6.39,0.36,23.7,Black Cotton,18.7,52.7,44.5,2.25,410.4,2.75,Wheat
Maharashtra,Pune,62.2,59.9,37.7,6.11,0.31,36.5,Laterite,23.9,81.0,297.7,0.14,635.7,5.16,Rice
Bihar,Gaya,45.3,69.1,42.0,5.55,0.76,27.9,Sandy,26.1,61.9,89.1,2.06,498.6,4.21,Mirchi
Punjab,Pathankot,25.7,39.8,22.7,5.6,0.62,15.4,Black Cotton,26.7,34.3,46.6,2.72,342.2,2.98,Ragi
Karnataka,Gadag,36.8,52.9,39.4,6.8,0.77,27.5,Red Soil,19.4,61.1,55.2,1.22,286.2,3.84,Wheat
Rajasthan,Dholpur,85.4,58.4,24.9,6.79,0.4,24.8,Clayey,21.0,55.2,69.7,1.74,642.9,4.62,Maize
Uttar Pradesh,Gautam Buddh Nagar,30.5,73.5,26.6,6.5,0.46,22.5,Red Soil,26.0,50.0,74.8,0.1,500.3,2.04,Toor
Rajasthan,Bhilwara,51.7,41.1,31.9,5.57,0.78,24.2,Red Soil,23.8,53.8,85.2,0.81,273.0,2.24,Tobacco
Andhra Pradesh,Anantapur,45.0,54.8,68.4,6.85,0.7,28.2,Sandy,21.6,62.6,58.5,0.16,576.3,0.45,Tomato
Telangana,Hyderabad,42.4,76.2,45.0,6.14,0.71,18.9,Red Soil,27.3,42.1,68.7,2.11,690.7,2.0,Soybean
Maharashtra,Hingoli,42.6,61.5,58.6,6.32,0.61,29.4,Sandy,25.4,65.4,43.0,1.08,517.2,2.66,Tomato
West Bengal,Nadia,41.7,48.5,39.9,5.86,0.56,28.9,Clayey,23.5,64.2,75.6,1.98,615.9,3.12,Tobacco
Uttar Pradesh,Bijnor,49.6,46.2,33.7,5.61,0.48,26.7,Loamy,22.7,59.4,86.7,2.23,575.1,0.1,Tobacco
Rajasthan,Sirohi,38.0,62.0,48.8,6.51,0.74,19.8,Loamy,25.3,43.9,72.8,1.33,401.6,0.76,Mirchi
Uttar Pradesh,Mirzapur,106.0,65.1,50.0,6.57,0.46,38.4,Laterite,27.8,85.4,211.3,2.07,546.3,3.34,Sugarcane
Bihar,Siwan,19.1,55.0,24.4,6.78,0.59,33.2,Clayey,31.1,73.7,64.9,0.37,523.5,4.44,Urad
Rajasthan,Rajsamand,56.3,54.0,48.6,5.39,0.66,28.5,Loamy,18.4,63.3,61.8,1.43,508.0,2.11,Potato
Rajasthan,Barmer,27.2,71.8,31.5,5.84,0.75,24.9,Silty,28.2,55.4,81.9,0.86,371.0,5.52,Toor
Uttar Pradesh,Baghpat,98.9,81.6,47.1,6.78,0.61,36.7,Laterite,26.5,81.5,100.1,2.78,253.7,1.23,Banana
Tamil Nadu,Dindigul,67.5,66.8,39.8,6.15,0.37,18.5,Sandy,25.6,41.1,71.4,0.59,262.3,3.36,Sunflower
Rajasthan,Bharatpur,20.2,56.1,22.0,5.79,0.56,15.6,Sandy,12.9,34.7,50.5,1.75,567.9,1.59,Mustard
Bihar,Begusarai,66.5,57.8,21.0,5.74,0.6,28.8,Sandy,18.9,64.0,82.3,1.19,403.5,4.57,Maize
Bihar,Munger,41.3,56.3,31.6,6.32,0.79,23.6,Red Soil,21.4,52.5,47.4,0.59,539.1,2.23,Wheat
Telangana,Vikarabad,24.8,53.0,27.7,7.2,0.48,29.1,Loamy,28.5,64.6,61.5,0.36,640.9,2.21,Moong
Punjab,Fazilka,38.3,60.2,60.0,5.68,0.42,18.8,Loamy,27.8,41.7,71.4,1.47,429.2,3.67,Mirchi
Telangana,Komaram Bheem,20.1,59.5,38.8,7.43,0.31,12.1,Clayey,24.4,26.8,33.5,1.12,387.3,2.75,Bengal Gram
Rajasthan,Bhilwara,33.9,27.9,28.5,6.41,0.65,41.9,Loamy,28.1,93.0,219.5,0.25,425.2,2.02,Coconut
Uttar Pradesh,Muzaffarnagar,37.5,69.6,31.7,7.0,0.42,30.8,Clayey,18.8,68.5,41.9,1.45,731.9,2.14,Wheat
Telangana,Komaram Bheem,36.6,77.0,41.6,6.81,0.36,19.1,Sandy,23.0,42.5,53.6,0.46,277.9,2.64,Soybean
Karnataka,Dakshina Kannada,68.5,63.0,37.7,6.13,0.51,23.3,Loamy,25.6,51.8,42.5,0.53,275.0,2.67,Sunflower
Uttar Pradesh,Lalitpur,45.9,48.6,47.2,6.5,0.59,24.5,Silty,23.4,54.4,77.6,2.33,446.5,2.15,Tobacco
Karnataka,Bidar,15.8,65.1,28.7,7.23,0.49,27.9,Laterite,30.9,62.1,73.6,1.1,325.8,1.09,Urad
Maharashtra,Mumbai Suburban,19.8,39.6,16.5,6.32,0.61,15.3,Silty,31.7,34.1,40.0,1.42,476.2,5.0,Ragi
Punjab,Sangrur,76.8,58.7,22.0,5.74,0.77,26.4,Sandy,22.1,58.6,60.8,1.81,392.8,5.01,Maize
Maharashtra,Kolhapur,60.2,52.8,19.5,6.45,0.7,28.2,Red Soil,22.5,62.6,82.4,1.24,359.3,3.43,Maize
Bihar,Sitamarhi,90.6,83.4,51.9,6.16,0.45,38.0,Clayey,28.8,84.5,100.0,1.37,548.8,0.44,Banana
Andhra Pradesh,Chittoor,55.1,35.9,32.1,6.1,0.62,23.5,Loamy,27.6,52.2,72.6,0.95,250.8,4.28,Tobacco
Bihar,Supaul,45.9,64.2,40.1,6.77,0.65,30.2,Red Soil,23.6,67.2,90.6,0.7,623.1,4.15,Soybean
Rajasthan,Banswara,18.2,38.5,15.2,5.66,0.33,15.1,Black Cotton,26.3,33.6,39.8,0.58,352.1,2.58,Ragi
Punjab,Ferozepur,115.7,67.6,52.9,7.09,0.44,38.5,Silty,27.3,85.5,182.3,2.21,311.4,3.57,Sugarcane
Telangana,Medchal Malkajgiri,24.9,17.3,30.6,6.06,0.66,43.2,Sandy,25.8,95.9,131.7,1.64,398.7,4.24,Coconut
Bihar,Munger,107.2,81.3,51.8,5.9,0.35,38.2,Sandy,27.0,84.8,116.8,1.91,512.2,2.07,Banana
Telangana,Bhadradri Kothagudem,39.2,68.8,34.2,5.83,0.68,20.3,Sandy,29.1,45.1,77.4,0.12,443.3,3.44,Toor
Bihar,Nalanda,28.6,59.3,35.5,7.38,0.54,13.1,Black Cotton,20.0,29.0,46.6,0.15,329.6,3.85,Bengal Gram
Karnataka,Chamarajanagar,37.7,36.2,31.0,6.49,0.34,14.5,Black Cotton,30.2,32.2,50.6,2.13,471.1,1.77,Sorghum
Punjab,Mansa,30.5,48.3,28.6,6.39,0.7,22.0,Black Cotton,30.7,48.8,64.5,1.03,474.9,1.38,Sorghum
Telangana,Rajanna Sircilla,63.8,55.4,58.7,6.23,0.66,30.6,Red Soil,21.1,68.1,45.7,1.35,277.3,0.95,Onion
Uttar Pradesh,Shamli,36.7,66.5,44.4,7.31,0.69,17.6,Clayey,23.0,39.1,46.2,0.38,425.2,3.15,Bengal Gram
Andhra Pradesh,Kurnool,35.7,64.2,52.5,6.79,0.51,20.4,Silty,26.2,45.3,78.6,0.37,499.6,4.56,Mirchi
Andhra Pradesh,Krishna,34.8,22.1,34.1,5.96,0.46,42.1,Sandy,25.5,93.6,225.6,0.34,344.4,2.48,Coconut
Tamil Nadu,Pudukkottai,20.5,63.8,24.0,6.5,0.79,27.7,Silty,25.7,61.5,53.8,1.51,299.5,2.2,Moong
Andhra Pradesh,Kurnool,21.1,53.2,25.0,6.76,0.58,31.2,Laterite,27.5,69.3,52.8,1.71,491.6,3.84,Moong
